source,classification,repository_path,reason,bytes,source_sha256
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/real-world/evidence/ARCHIVE-MEMBER-SHA256.json,include in repository,docs/quality-audit/real-world/evidence/ARCHIVE-MEMBER-SHA256.json,Generated navigation/extract/provenance file; source content retained or explicitly sanitized.,3318,1d6f3be55a0f54645fd85aa3ab1ee3bc3d562664459c32f4488f3f7c6c811f5b
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/real-world/feature-audit-coverage.json,include in repository,docs/quality-audit/real-world/feature-audit-coverage.json,"Existing audit documentation/evidence; retained. Historical null/blocker manifests remain historical, not current status.",2780,c14d15148b40bb8b5ed0c82012284513a689311d86bb7bad73dcd73f5d78ee81
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/real-world/index-export-readonly.sql,include in repository,docs/quality-audit/real-world/index-export-readonly.sql,"Existing audit documentation/evidence; retained. Historical null/blocker manifests remain historical, not current status.",2298,2f239748da31bb17b1a10ccecfbb6097317863bf69118e6d16718ed3380bbe7c
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/real-world/reference-panel.json,include in repository,docs/quality-audit/real-world/reference-panel.json,"Existing audit documentation/evidence; retained. Historical null/blocker manifests remain historical, not current status.",48761,56f9c0a10beef5e2f0d8f588c6a480f489ff1f68c05c1f0b36cfcac98e2f1e2a
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/restoration/RESTORATION-STATUS.md,include in repository,docs/quality-audit/restoration/RESTORATION-STATUS.md,Generated navigation/extract/provenance file; source content retained or explicitly sanitized.,3735,3b7225e9dcc5950ba36d25332eede34cdbaa038a111adac2d89a1a9cebff7d6a
/workspace/scratch/afcda1e6eea5/StoreScout/docs/quality-audit/source-audit/CORE-QUALITY-CHECKPOINT.md,include in repository,docs/quality-audit/source-audit/CORE-QUALITY-CHECKPOINT.md,Generated navigation/extract/provenance file; source content retained or explicitly sanitized.,2932,16a7f1273f62b9e90f5edc6480f1e1adf5cfc0c8f52fdf84e8c579838e28e781
/workspace/scratch/afcda1e6eea5/StoreScout/tests/evaluations/actual_catalog_playbook.json,include in repository,docs/quality-audit/product/evidence/actual_catalog_playbook.json,Byte-identical documentation mirror of existing test evidence. Original tests/evaluations source retained and unmodified.,4030,ca5d91b02038a20de66870e9275138b03486aa3f1fc01231a6545175a2004aad
/workspace/scratch/afcda1e6eea5/StoreScout/tests/evaluations/discovery_after.json,include in repository,docs/quality-audit/discovery-synthetic/discovery_after.json,Byte-identical documentation mirror of existing test evidence. Original tests/evaluations source retained and unmodified.,2220,7b9a79fcc138d0d14cea61587951d695ef71452c00293d83980f84dfba6c05eb
/workspace/scratch/afcda1e6eea5/StoreScout/tests/evaluations/discovery_baseline.json,include in repository,docs/quality-audit/discovery-synthetic/discovery_baseline.json,Byte-identical documentation mirror of existing test evidence. Original tests/evaluations source retained and unmodified.,2705,7ad8a9a9cf108368c8cbb44d6d73aea104ef95623240382d3c226dbb1f76d15f
/workspace/scratch/afcda1e6eea5/StoreScout/tests/evaluations/discovery_cases.py,include in repository,docs/quality-audit/discovery-synthetic/discovery_cases.py,Byte-identical documentation mirror of existing test evidence. Original tests/evaluations source retained and unmodified.,5663,57c9e3544977de2d10ee873528af13d3ef680a309e0e8379fe6807ec4e167ed8
/workspace/scratch/afcda1e6eea5/StoreScout/tests/evaluations/discovery_wording_holdout.json,include in repository,docs/quality-audit/discovery-synthetic/discovery_wording_holdout.json,Byte-identical documentation mirror of existing test evidence. Original tests/evaluations source retained and unmodified.,2113,5e9c7c4795162b7bcb072b949fae405dd1de3bf2c31d0fd7ec1b22e6cffa0d93
/workspace/scratch/afcda1e6eea5/storescout_sample.json,include in repository,docs/quality-audit/product/evidence/allbirds-public-catalog-sample.json,Dated public 10-product partial sample used by the existing Playbook evidence; not customer data.,45318,caf02e084418e30f694c2967329929939baa398f84f16d47d004d62c61ac9874
/workspace/scratch/d427a25ef2a1/deliverables/StoreScout-Codex-Discovery-Priorities.md,include in repository,docs/quality-audit/real-world/StoreScout-Codex-Discovery-Priorities.md,Current non-sensitive artifact; copied without content changes.,16048,fca8e0d69e9e68867c8f7bb01ebf896abaa635c34e67a111f133905efe02261c
/workspace/scratch/d427a25ef2a1/deliverables/StoreScout-Discovery-Evidence.zip,include in repository,docs/quality-audit/real-world/StoreScout-Discovery-Evidence.zip,Current non-sensitive artifact; copied without content changes.,2045805,e281e2e73d4bc3634515e58e1994845d9ce66348f8f1d19af56b18b0a08051b3
/workspace/scratch/d427a25ef2a1/deliverables/StoreScout-Real-Index-and-Discovery-Results.md,include in repository,docs/quality-audit/real-world/StoreScout-Real-Index-and-Discovery-Results.md,Current non-sensitive artifact; copied without content changes.,56664,907734882570ed63bc339b65a4a65185e7bae33a18905eb7255944e6be0cbb1c
/workspace/scratch/d427a25ef2a1/evidence/README.md,include in repository,docs/quality-audit/real-world/evidence/README.md,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,4860,3fda780904a91a809d044ed235efe4f534ea82ec51723255b47e81ffc17fc809
/workspace/scratch/d427a25ef2a1/evidence/analyze_census.py,include in repository,docs/quality-audit/real-world/evidence/analyze_census.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,2796,840fff1f569f7b148cdc46fb63eb3a2f5802e8f307e6363efe2d4e50882f78bd
/workspace/scratch/d427a25ef2a1/evidence/benchmark-metrics.json,include in repository,docs/quality-audit/real-world/evidence/benchmark-metrics.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,316257,ac784d993bcdfe488470b70fa52cfbd46b0f04efced64184b84d7212216d747d
/workspace/scratch/d427a25ef2a1/evidence/case-metrics.csv,include in repository,docs/quality-audit/real-world/evidence/case-metrics.csv,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,4735,a94777cbe400ef9b1e962eb888ac9d1111c3638f8a0b01cfc193c0f64619029c
/workspace/scratch/d427a25ef2a1/evidence/census-analysis.json,include in repository,docs/quality-audit/real-world/evidence/census-analysis.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,22461,f0df2371681e29947255b4c3165976ac11692113f2b6ce0241b840d164294ab7
/workspace/scratch/d427a25ef2a1/evidence/census-initial.json,include in repository,docs/quality-audit/real-world/evidence/census-initial.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,11079,284c819cafe89f2654e11c74919064be86a38dcd64a04d4b0157a774cab29040
/workspace/scratch/d427a25ef2a1/evidence/classification-review.json,include in repository,docs/quality-audit/real-world/evidence/classification-review.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,28445,02f7e2fba3adb165a90bd543e12ab91609dfa31bcb5074c720b8b4182e41db33
/workspace/scratch/d427a25ef2a1/evidence/classification_review.py,include in repository,docs/quality-audit/real-world/evidence/classification_review.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,2765,3f6c89509b9cd5b0c759aeec72e179ce2ad5c87883202da75e4f6f2569dd454c
/workspace/scratch/d427a25ef2a1/evidence/export-end.json,include in repository,docs/quality-audit/real-world/evidence/export-end.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,171,855b07824abf742aba5ecaf4a57452a570f3929fedfad70fb17373013afb9035
/workspace/scratch/d427a25ef2a1/evidence/export-projection.txt,include in repository,docs/quality-audit/real-world/evidence/export-projection.txt,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,1386,35b064616221de11b0e23d9f210340573722ff46595d0a1a64bdde1c90edecc9
/workspace/scratch/d427a25ef2a1/evidence/health-sample.json,include in repository,docs/quality-audit/real-world/evidence/health-sample.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,53415,0f2ae0a90eefc70d70223f65b81564e6ed894933e87faa6b62e601e3bb6a1e8d
/workspace/scratch/d427a25ef2a1/evidence/index-snapshot.json,include in repository,docs/quality-audit/real-world/evidence/index-snapshot.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,14250183,661b34722ab431c63b3f458660cc154a1e0352e9585fee2b994c1a311476f136
/workspace/scratch/d427a25ef2a1/evidence/label_results.py,include in repository,docs/quality-audit/real-world/evidence/label_results.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,12136,c04a48711eb96d80b2bd164a9bf1ed1f08f8bd2a93480481384d6952a8a3faff
/workspace/scratch/d427a25ef2a1/evidence/measure.py,include in repository,docs/quality-audit/real-world/evidence/measure.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,3486,f2a3631b53bec79eabe6325ee0b12c338b809457aaf8a433e2ceb322fc58be19
/workspace/scratch/d427a25ef2a1/evidence/measured-manifest.json,include in repository,docs/quality-audit/real-world/evidence/measured-manifest.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,1720,46deda637939d3df3d3f6880ded7bfe55c2d2a29cfa6f91f7dfa8a9d0e546aab
/workspace/scratch/d427a25ef2a1/evidence/prepare_replay.py,include in repository,docs/quality-audit/real-world/evidence/prepare_replay.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,1145,9a51cc63d1682388e1d6674a838ffdbb96da5f4f464da3972f0df6533e0d7f8b
/workspace/scratch/d427a25ef2a1/evidence/public-evidence-compact.json,include in repository,docs/quality-audit/real-world/evidence/public-evidence-compact.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,1537610,9f9b2155ddb07e4780079367447d112fcd02c57e728e2c6b2efdd75456bb50b1
/workspace/scratch/d427a25ef2a1/evidence/public-health-summary.json,include in repository,docs/quality-audit/real-world/evidence/public-health-summary.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,20146,ebe289e8a27c3f2d4cc08fb79786fa5828d4db7c0eb413bc34a57d93c3048d1c
/workspace/scratch/d427a25ef2a1/evidence/public_checks.py,include in repository,docs/quality-audit/real-world/evidence/public_checks.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,7707,c6ef7f865914c4f62d7b112386d2ea0e92f18dfc7480e3b54003b91eaa7aec3a
/workspace/scratch/d427a25ef2a1/evidence/public_checks_supplemental.py,include in repository,docs/quality-audit/real-world/evidence/public_checks_supplemental.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,7892,e824677dc7c6e87c83dac06d825312a5d2bae93a941705eb94c6204e5a003cc2
/workspace/scratch/d427a25ef2a1/evidence/relevance-labels.json,include in repository,docs/quality-audit/real-world/evidence/relevance-labels.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,207192,b18916a086e91296b5d7f43906a9fd1b1b3c98dc046fece959ca7b398ddd299b
/workspace/scratch/d427a25ef2a1/evidence/replay-plan.json,include in repository,docs/quality-audit/real-world/evidence/replay-plan.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,43480,50ad27f7262d29208a0d3d047a95ea08e77e4a17c4c822acd8bfb0313603a295
/workspace/scratch/d427a25ef2a1/evidence/replay-results.json,include in repository,docs/quality-audit/real-world/evidence/replay-results.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,1448686,710e2fc9403db9bcc58a714bb0a21805180d74b34b9ede6048e40ed5cebb899e
/workspace/scratch/d427a25ef2a1/evidence/replay.py,include in repository,docs/quality-audit/real-world/evidence/replay.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,7170,b497c966076e94145cb61699a47c81c1bb1a9edf06dcfc499d6e906823fda006
/workspace/scratch/d427a25ef2a1/evidence/retrieval-postgres.json,include in repository,docs/quality-audit/real-world/evidence/retrieval-postgres.json,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,25444,767b09c9ff9796398bdfa30fccb23b1410ce658d55c4826f7dfa493b5bc16904
/workspace/scratch/d427a25ef2a1/evidence/retrieval-readonly.sql,include in repository,docs/quality-audit/real-world/evidence/retrieval-readonly.sql,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,54047,540669d7d808141602f626625dfa19c2de06029622b1b40243392f998dd34880
/workspace/scratch/d427a25ef2a1/evidence/summarize_health.py,include in repository,docs/quality-audit/real-world/evidence/summarize_health.py,Unpacked archive evidence; raw page bodies excluded. Portability-only edits to replay paths/README are listed in handoff manifest.,4443,274694522b73dca9e186951eea3974ef938c1e54eecdb0f124feead25fbd4dc4
/workspace/scratch/d427a25ef2a1/resume/Nexus/StoreScout-Public-Catalog-Sample.md,include in repository,docs/quality-audit/product/StoreScout-Public-Catalog-Sample.md,Current non-sensitive artifact; copied without content changes.,6917,96a1568782d2998650ce77ebd0d7ea8583c67642b53a92c7f9ac42d4b6ca4b07
/workspace/scratch/d427a25ef2a1/resume/StoreScout-Discovery-Real-World-Benchmark.md,include in repository,docs/quality-audit/real-world/StoreScout-Discovery-Real-World-Benchmark.md,"Current saved reference/protocol report, including measured continuation; earlier blocked text is historical.",23537,4d7278ad508d026a81b4066b2933ac6e7b546b7898c34a48269f3c0b60ddd13d
/workspace/scratch/ecb90441df09/audit-work/portable-reproduction-results.json,include in repository,docs/quality-audit/source-audit/reproduction-results.json,"Original initial-audit offline results, before local repairs. No rerun performed.",1526,1ccdca2db1acfa743854715463813f1eac718ba24bff2f736f6b70387dc83cec
/workspace/scratch/ecb90441df09/outputs/StoreScout-Audit-Reproductions.py,include in repository,docs/quality-audit/source-audit/StoreScout-Audit-Reproductions.py,Current non-sensitive artifact; copied without content changes.,6428,a2821317fb849ebd4e84ad1fab90105900d73a2e1d247981a36646e1ec426d9b
/workspace/scratch/ecb90441df09/outputs/StoreScout-First-Sales-Kit.md,include in repository,docs/quality-audit/prospects/StoreScout-First-Sales-Kit.md,Current non-sensitive artifact; copied without content changes.,30121,8079a7ce65a55594086b30610d8c5a335deb7936e279fcff004a165f91e43e60
/workspace/scratch/ecb90441df09/outputs/StoreScout-Readiness-Review.md,include in repository,docs/quality-audit/source-audit/StoreScout-Readiness-Review.md,Current non-sensitive artifact; copied without content changes.,21495,528c5b8e4c12ab0ead9da7f3031775c07ca5e8973185dd78453a184fa1bdec7a
/workspace/scratch/afcda1e6eea5/StoreScout-Discovery-Real-World-Benchmark.md,obsolete/duplicate,,Older report or preparation generator; frozen panel/protocol and current report take precedence. Do not regenerate ground truth.,20124,d5ae036e47cff7d488e7be804fa9495e1cc93bc8680e74ae4270441e90bc7b16
/workspace/scratch/afcda1e6eea5/StoreScout-Public-Catalog-Sample.md,obsolete/duplicate,,Older report or preparation generator; frozen panel/protocol and current report take precedence. Do not regenerate ground truth.,6917,96a1568782d2998650ce77ebd0d7ea8583c67642b53a92c7f9ac42d4b6ca4b07
/workspace/scratch/afcda1e6eea5/build_discovery_reference.py,obsolete/duplicate,,Older report or preparation generator; frozen panel/protocol and current report take precedence. Do not regenerate ground truth.,14412,7c56186071708ff0ec69d725e64016c869e84e45ea8847d1be61c9f57d4f7655
/workspace/scratch/afcda1e6eea5/write_discovery_report.py,obsolete/duplicate,,Older report or preparation generator; frozen panel/protocol and current report take precedence. Do not regenerate ground truth.,17098,e7a72d7da4431110a51656fec1ac622c884c4b409f2c7639372b5fe486492e3a
/workspace/scratch/d427a25ef2a1/evidence/SHA256SUMS.json,obsolete/duplicate,,Original archive retains this copy; canonical reference-panel/baseline are already in real-world/. Archive integrity list preserved separately.,3220,0760719b457e25b82f5d5cc7117de2363b73b94f372167dc7b4b1cff7c4f7485
/workspace/scratch/d427a25ef2a1/evidence/census-summary.txt,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,22462,fd9ac5407c22f838fd4bc53fe0c5a74a62f02604a138f61759f5552fe723a84e
/workspace/scratch/d427a25ef2a1/evidence/health-summary.txt,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,4196,28b882506a1eb828b21ee2b79b779ce7224f8db9018ef123bd3dc77d9c464264
/workspace/scratch/d427a25ef2a1/evidence/index-page-000.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,779094,d51d7505a0f38aa1acaf8cd6f887e3aaf37ac8e972b2dbd3a34ca5cc0a1a8f02
/workspace/scratch/d427a25ef2a1/evidence/index-page-001.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,798280,ed7e2c262bc31f8f5d20ce1ecaf7133c513f1b1748b5b7b307ef896752be165d
/workspace/scratch/d427a25ef2a1/evidence/index-page-002.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,775093,dc730878cced3bff3565515278220f1fa550ad88b22f7a868786b01ab0b74a34
/workspace/scratch/d427a25ef2a1/evidence/index-page-003.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,730560,ebadd171225ea2898f93402feed8d20fd9a00d9fb2b2e7c7ee473b8080c51655
/workspace/scratch/d427a25ef2a1/evidence/index-page-004.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,787214,b9d7986b28e3c2deb9cfd21ee2c3a3d5b66cb848a9367febd259bd7de346f805
/workspace/scratch/d427a25ef2a1/evidence/index-page-005.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,812235,fcccd519d0d405f649a00fa9f385682210b1af92215ef7d42b95fe4229c7f3f2
/workspace/scratch/d427a25ef2a1/evidence/index-page-006.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,783903,d06ab24c08d55adcb0e61d9d14d4af0f06e1796145b62e8f348920fe693eb6e6
/workspace/scratch/d427a25ef2a1/evidence/index-page-007.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,767219,364e515de2daec162ec49e19c60d5ed659cd1678b4a2df9ec138f0cf86de39a4
/workspace/scratch/d427a25ef2a1/evidence/index-page-008.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,764379,823b650ffb4897a85cea5beb0418972a648be92d18ce99564bed2a3c9fb87c4b
/workspace/scratch/d427a25ef2a1/evidence/index-page-009.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,804089,19a2f14c74ee4124f836d6095d02a5bb53203efe986fefd8ec806ca94e768400
/workspace/scratch/d427a25ef2a1/evidence/index-page-010.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,786548,f7bb4eb04e8e884dd4e20c4e367f092fb13f576309f9bb429f5bad298a4a80ff
/workspace/scratch/d427a25ef2a1/evidence/index-page-011.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,775774,27a59523f5e85139121a666bb63f2326b1cddb1d15acab7b0484987690e133e0
/workspace/scratch/d427a25ef2a1/evidence/index-page-012.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,757116,093555db26b8ceb9936f108aaea55284f4f776e7282b5af82a1b57aad754bd33
/workspace/scratch/d427a25ef2a1/evidence/index-page-013.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,788964,3dd20d4c1dabf5d1f3614852e072811eb12cdcffe6e5232d8303f90ea9a5cb63
/workspace/scratch/d427a25ef2a1/evidence/index-page-014.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,682840,ad321c64bd9457bb8ccffb41bf2f2089f65f92258d8e4865b9de14b4da7025a2
/workspace/scratch/d427a25ef2a1/evidence/index-page-015.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,640329,131bfbe2f7f102ef960036efc8e9864b7c2c7d381b78c313d890684f95265139
/workspace/scratch/d427a25ef2a1/evidence/index-page-016.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,639253,62d3a98d070831e4e1f301f01e1b54f595320ba0cfedbc100c31994d289d16a4
/workspace/scratch/d427a25ef2a1/evidence/index-page-017.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,639934,0a4631177ac7e85a2e4bcabe31a4cf78fe432c184b14654290fde452d35cdee1
/workspace/scratch/d427a25ef2a1/evidence/index-page-018.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,654478,86374699768c1baddd349ad35118d7d8be31bed1f9209e6381564167ca11b6d2
/workspace/scratch/d427a25ef2a1/evidence/index-page-019.json,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,82920,ea6fde21909270af1eca050ac25ce4d170d000a355d7bfd9ac7dc792b82e09ff
/workspace/scratch/d427a25ef2a1/evidence/premeasurement-baseline-manifest.json,obsolete/duplicate,,Original archive retains this copy; canonical reference-panel/baseline are already in real-world/. Archive integrity list preserved separately.,1643,41c68c29da39e773ced14bcc4f4b2cf7855c7c706d0e4f94716c101829efe85a
/workspace/scratch/d427a25ef2a1/evidence/reference-panel.json,obsolete/duplicate,,Original archive retains this copy; canonical reference-panel/baseline are already in real-world/. Archive integrity list preserved separately.,48761,56f9c0a10beef5e2f0d8f588c6a480f489ff1f68c05c1f0b36cfcac98e2f1e2a
/workspace/scratch/d427a25ef2a1/evidence/replay-summary.txt,obsolete/duplicate,,Paginated chunk or console rendering duplicated by reconciled snapshot/structured summary.,10213,df65a3afeb1e60d5bcdc77288699ec824ab2187ca0d00769963dac9caa24ba39
